# referencia de ruido: PSD promedio de los archivos de Datos/Ruido (Welch, notch 60Hz)
freq_hz,psd_medio
448.5,1.9687437526742916e-07
449.0,2.067678632063824e-07
449.5,2.5163461551247277e-07
450.0,2.9500405854806005e-07
450.5,2.1493176270432586e-07
451.0,2.0002168500414581e-07
451.5,1.9417111585118647e-07
452.0,1.93085375137808e-07
452.5,1.9457967089464235e-07
453.0,1.9936731982778477e-07
453.5,1.9718911351257078e-07
454.0,1.8551269893376363e-07
454.5,1.827782994315478e-07
455.0,1.8474237019588176e-07
455.5,1.90147023087991e-07
456.0,1.919295259509326e-07
456.5,1.9147479031996248e-07
457.0,1.8249403641954576e-07
457.5,1.7567934189270662e-07
458.0,1.780210122712976e-07
458.5,1.7863769395119906e-07
459.0,1.8674945235668076e-07
459.5,2.193615795260507e-07
460.0,2.518024146259266e-07
460.5,1.8976005475035736e-07
461.0,1.6821051727124406e-07
461.5,1.6144604512961672e-07
462.0,1.6550563497573206e-07
462.5,1.8026208713409487e-07
463.0,1.7356433367477791e-07
463.5,1.63556633995228e-07
464.0,1.6225956531229076e-07
464.5,1.5992740451043194e-07
465.0,1.5797454972644228e-07
465.5,1.735794636783861e-07
466.0,1.7024758549033812e-07
466.5,1.6272044693416068e-07
467.0,1.546887188720039e-07
467.5,1.497083570284738e-07
468.0,1.5431010461973416e-07
468.5,1.5615416554483181e-07
469.0,1.623585647495654e-07
469.5,2.0501422186334057e-07
470.0,2.58682257739164e-07
470.5,1.775419557439561e-07
471.0,1.4778368977411625e-07
471.5,1.486869216629647e-07
472.0,1.4749450734182837e-07
472.5,1.4443485913500824e-07
473.0,1.4639404637034942e-07
473.5,1.4317003786462636e-07
474.0,1.3822337334500338e-07
474.5,1.4138225770676934e-07
475.0,1.4573201707715076e-07
475.5,1.3579710482951412e-07
476.0,1.34688467051839e-07
476.5,1.309338203414708e-07
477.0,1.2651470075718344e-07
477.5,1.319562523424947e-07
478.0,1.4165168890831722e-07
478.5,1.3966778522929938e-07
479.0,2.9227325009365754e-07
479.5,5.4648004105134495e-06
480.0,1.2031496799173999e-05
480.5,3.4206820909240195e-06
481.0,1.7901197062642323e-07
481.5,1.2360357645969889e-07
482.0,1.1829697937413904e-07
482.5,1.2033946002551669e-07
483.0,1.1980380968352502e-07
483.5,1.1307347243037559e-07
484.0,1.0673732488940628e-07
484.5,1.0600482997614387e-07
485.0,1.0946571715435611e-07
485.5,1.1219078284321167e-07
486.0,1.0826772934947129e-07
486.5,1.1305205413317015e-07
487.0,1.108861785779775e-07
487.5,1.1105356947706351e-07
488.0,1.226873178560475e-07
488.5,1.385282354735563e-07
489.0,1.1023945706841561e-07
489.5,1.25889570099069e-07
490.0,1.451946951792066e-07
490.5,1.1078358649283741e-07
491.0,9.30707488231737e-08
491.5,9.362158219547269e-08
492.0,9.177412289868579e-08
492.5,9.0679464792979e-08
493.0,8.907447736244409e-08
493.5,9.016464876503899e-08
494.0,8.797911345256655e-08
494.5,8.729210145245065e-08
495.0,8.845721558435189e-08
495.5,8.913218507138705e-08
496.0,8.636208758220685e-08
496.5,8.696399586388911e-08
497.0,8.523833087293403e-08
497.5,8.452521454745116e-08
498.0,8.577331802658373e-08
498.5,8.573769637384917e-08
499.0,9.574788278879779e-08
499.5,1.4802540294503564e-07
500.0,1.748325104226766e-07
